movie,director,actor,Duration,fbdirector_likes,fblikes_actor,genre,imdb_score,fblikes_movie,year,imdb_rating,country,year1,gross,budget,Duration.,duration
Luminarias,Josê© Luis Valenzuela,Cheech Marin,90-180min,0,844,Comedy,3.6,24,2000,4,USA,2000,$ 0M,$ 1M,100,1-2  hrs
Palo Alto,Gia Coppola,James Franco,90-180min,71,11000,Drama,6.3,0,2013,6,USA,2013,$ 1M,$ 0M,100,1-2  hrs
Ajami,Scandar Copti,Shahir Kabaha,90-180min,13,20,Crime,7.4,0,2009,7,Others,2009,$ 1M,$ 0M,124,2-3 hrs
Wristcutters: A Love Story,Goran Dukic,Leslie Bibb,30-90min,21,1000,Comedy,7.4,11000,2006,7,USA,2006,$ 0M,$ 1M,88,1-2  hrs
I Origins,Mike Cahill,Steven Yeun,90-180min,135,7000,Drama,7.3,32000,2014,7,USA,2014,$ 0M,$ 0M,106,1-2  hrs
The Battle of Shaker Heights,Efram Potelle,Shiri Appleby,30-90min,2,855,Comedy,6.1,150,2003,6,USA,2003,$ 0M,$ 1M,79,1-2  hrs
The Lovely Bones,Peter Jackson,Michael Imperioli,90-180min,0,873,Drama,6.7,16000,2009,7,USA,2009,$ 44M,$ 65M,135,2-3 hrs
The Act of Killing,Joshua Oppenheimer,Anwar Congo,90-180min,50,3,Biography,8.2,20000,2012,8,UK,2012,$ 0M,$ 1M,96,1-2  hrs
Taxi to the Dark Side,Alex Gibney,Alex Gibney,30-90min,141,141,Crime,7.7,0,2007,8,USA,2007,$ 0M,$ 1M,53,<1 hr
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Paul Crowder,Pelê©,90-180min,10,102,Documentary,7.3,587,2006,7,UK,2006,$ 0M,$ 1M,97,1-2  hrs
Guiana 1838,Rohit Jagessar,Kumar Gaurav,90-180min,0,12,Drama,7.4,32,2004,7,USA,2004,$ 0M,$ 0M,120,1-2  hrs
Lisa Picard Is Famous,Griffin Dunne,Mira Sorvino,90-180min,165,978,Comedy,5.7,25,2000,6,USA,2000,$ 0M,$ 0M,90,1-2  hrs
Antarctica: A Year on Ice,Anthony Powell,Josh Swanson,90-180min,9,53,Adventure,7.6,0,2013,8,Others,2013,$ 0M,$ 1M,91,1-2  hrs
A Lego Brickumentary,Kief Davidson,G.W. Krauss,90-180min,0,20,Documentary,6.8,0,2014,7,Others,2014,$ 0M,$ 1M,93,1-2  hrs
Hardflip,Johnny Remo,Matthew Ziff,90-180min,74,260000,Action,5.6,706,2012,6,USA,2012,$ 0M,$ 1M,112,1-2  hrs
Chocolate: Deep Dark Secrets,Vivek Agnihotri,Emraan Hashmi,90-180min,5,724,Thriller,4.8,31,2005,5,Others,2005,$ 0M,$ 1.5M,160,2-3 hrs
The House of the Devil,Ti West,Lena Dunham,90-180min,243,969,Horror,6.4,0,2009,6,USA,2009,$ 0M,$ 0.9M,95,1-2  hrs
The Perfect Host,Nick Tomnay,David Hyde Pierce,90-180min,11,443,Comedy,6.8,0,2010,7,USA,2010,$ 0M,$ 0.5M,93,1-2  hrs
Safe Men,John Hamburg,Harvey Fierstein,30-90min,29,499,Comedy,6.1,157,1998,6,USA,1998,$ 0M,$ 1M,88,1-2  hrs
Speedway Junky,Nickolas Perry,Patrick Renna,90-180min,5,590,Crime,5.2,27,1999,5,USA,1999,$ 0M,$ 1M,105,1-2  hrs
The Last Big Thing,Dan Zukovic,Yul Vazquez,90-180min,8,96,Comedy,6.9,43,1996,7,USA,1996,$ 0M,$ 0M,98,1-2  hrs
The Specials,Craig Mazin,Judy Greer,30-90min,82,2000,Action,6,210,2000,6,USA,2000,$ 0M,$ 1M,82,1-2  hrs
16 to Life,Becky Smith,Will Rothhaar,30-90min,32,386,Comedy,6.3,143,2009,6,USA,2009,$ 0M,$ 1M,89,1-2  hrs
Alone with Her,Eric Nicholas,Jordana Spiro,30-90min,0,262,Crime,6.1,244,2006,6,USA,2006,$ 0M,$ 1M,78,1-2  hrs
Creative Control,Benjamin Dickinson,Nora Zehetner,90-180min,4,446,Drama,5.5,793,2015,6,USA,2015,$ 0M,$ 1M,97,1-2  hrs
Special,Hal Haberman,Michael Rapaport,30-90min,0,975,Comedy,6.9,0,2006,7,USA,2006,$ 0M,$ 1M,81,1-2  hrs
Sparkler,Darren Stein,Frances Bay,90-180min,18,491,Comedy,5.6,17,1997,6,USA,1997,$ 0M,$ 0M,90,1-2  hrs
The Helix... Loaded,A. Raven Cruz,Scott Levy,90-180min,0,639,Action,1.9,128,2005,2,USA,2005,$ 0M,$ 1M,97,1-2  hrs
In Her Line of Fire,Brian Trenchard-Smith,David Keith,30-90min,53,563,Action,4.1,42,2006,4,Others,2006,$ 0M,$ 1M,88,1-2  hrs
The Jimmy Show,Frank Whaley,Lynn Cohen,90-180min,436,474,Comedy,5.4,47,2001,5,USA,2001,$ 0M,$ 1.5M,96,1-2  hrs
Heli,Amat Escalante,Kenny Johnston,90-180min,50,327,Crime,6.8,0,2013,7,Others,2013,$ 0M,$ 1M,105,1-2  hrs
Karachi se Lahore,Wajahat Rauf,Rasheed Naz,90-180min,3,7,Comedy,7,259,2015,7,Others,2015,$ 0M,$ 1M,0,<1 hr
Loving Annabelle,Katherine Brooks,Ilene Graff,30-90min,57,442,Drama,6.7,501,2006,7,USA,2006,$ 0M,$ 1M,76,1-2  hrs
Hits,David Cross,Jason Ritter,90-180min,0,782,Comedy,5.8,903,2014,6,USA,2014,$ 0M,$ 1M,96,1-2  hrs
Jimmy and Judy,Randall Rubin,Nicole Randall Johnson,90-180min,0,363,Crime,6.2,138,2006,6,USA,2006,$ 0M,$ 1M,99,1-2  hrs
Frat Party,Robert Bennett,Randy Wayne,90-180min,15,984,Comedy,2.8,297,2009,3,USA,2009,$ 0M,$ 1M,90,1-2  hrs
The Party's Over,Guy Hamilton,Oliver Reed,90-180min,82,694,Drama,7.3,32,1965,7,UK,1965,$ 0M,$ 0M,94,1-2  hrs
Proud,Mary Pat Kelly,Aidan Quinn,30-90min,3,767,Drama,5.8,141,2004,6,USA,2004,$ 0M,$ 1M,87,1-2  hrs
The Poker House,Lori Petty,Jennifer Lawrence,90-180min,923,34000,Drama,6.5,599,2008,7,USA,2008,$ 0M,$ 0M,93,1-2  hrs
Childless,Charlie Levi,Joe Mantegna,90-180min,0,1000,Drama,6.1,3,2008,6,USA,2008,$ 0M,$ 1M,90,1-2  hrs
ZMD: Zombies of Mass Destruction,Kevin Hamedani,Russell Hodgkinson,30-90min,23,199,Comedy,5.1,0,2009,5,USA,2009,$ 0M,$ 0.5M,89,1-2  hrs
Snow White: A Deadly Summer,David DeCoteau,Maureen McCormick,30-90min,142,458,Horror,2.2,150,2012,2,USA,2012,$ 0M,$ 1M,83,1-2  hrs
Hidden Away,Mikel Rueda,êÅlex Angulo,90-180min,0,90,Drama,7.2,68,2014,7,Others,2014,$ 0M,$ 0M,96,1-2  hrs
My Last Day Without You,Stefan C. Schaefer,Nicole Beharie,90-180min,0,898,Comedy,5.7,370,2011,6,USA,2011,$ 0M,$ 1M,90,1-2  hrs
Steppin: The Movie,Michael Taliferro,Wesley Jonathan,90-180min,105,592,Comedy,3.4,41,2009,3,USA,2009,$ 0M,$ 1M,138,2-3 hrs
Doc Holliday's Revenge,David DeCoteau,William McNamara,30-90min,142,10000,Western,3.8,54,2014,4,USA,2014,$ 0M,$ 1M,84,1-2  hrs
Black Rock,Katie Aselton,Katie Aselton,30-90min,224,224,Horror,4.7,0,2012,5,USA,2012,$ 0M,$ 0M,83,1-2  hrs
Truth or Die,Robert Heath,David Oakes,90-180min,0,335,Horror,5.6,968,2012,6,UK,2012,$ 0M,$ 1M,96,1-2  hrs
The Pet,D. Stevens,Magi Avila,90-180min,6,92,Drama,3.9,91,2006,4,USA,2006,$ 0M,$ 1M,94,1-2  hrs
Bang Bang Baby,Jeffrey St. Jules,Boyd Banks,90-180min,0,57,Drama,5.4,48,2014,5,Others,2014,$ 0M,$ 1M,90,1-2  hrs
Fear Clinic,Robert Hall,Angelina Armani,90-180min,53,677,Horror,5.2,936,2015,5,USA,2015,$ 0M,$ 1M,95,1-2  hrs
Zombie Hunter,K. King,Jason K. Wixom,90-180min,3,214,Action,3.5,0,2013,4,USA,2013,$ 0M,$ 1M,93,1-2  hrs
A Fine Step,Jonathan Meyers,Justin Baldoni,90-180min,0,657,Drama,5.3,212,2014,5,USA,2014,$ 0M,$ 1M,111,1-2  hrs
Trance,Danny Boyle,Rosario Dawson,90-180min,0,3000,Crime,7,23000,2013,7,UK,2013,$ 2M,$ 20M,101,1-2  hrs
Charly,Ralph Nelson,Cliff Robertson,90-180min,17,754,Drama,7.1,785,1968,7,USA,1968,$ 0M,$ 0M,103,1-2  hrs
Banshee Chapter,Blair Erickson,Monique Candelaria,30-90min,0,696,Horror,5.5,2000,2013,6,Others,2013,$ 0M,$ 0.95M,87,1-2  hrs
Ask Me Anything,Allison Burnett,Kimberly Williams-Paisley,90-180min,12,529,Drama,6,884,2014,6,USA,2014,$ 0M,$ 0.95M,100,1-2  hrs
And Then Came Love,Richard Schenkman,Vanessa Williams,90-180min,29,1000,Comedy,4.8,42,2007,5,USA,2007,$ 0M,$ 0.989M,90,1-2  hrs
Food Chains,Sanjay Rawal,Alma Martinez,30-90min,0,56,Documentary,7.1,489,2014,7,USA,2014,$ 0M,$ 0.913M,83,1-2  hrs
On the Waterfront,Elia Kazan,Marlon Brando,90-180min,603,10000,Crime,8.2,0,1954,8,USA,1954,$ 10M,$ 0.91M,108,1-2  hrs
L!fe Happens,Kat Coiro,Justin Kirk,90-180min,28,945,Comedy,5.7,995,2011,6,USA,2011,$ 0M,$ 0.93M,100,1-2  hrs
"4 Months, 3 Weeks and 2 Days",Cristian Mungiu,Anamaria Marinca,90-180min,163,131,Drama,7.9,14000,2007,8,Others,2007,$ 1M,$ 0.59M,113,1-2  hrs
The Horror Network Vol. 1,Brian Dorton,Javier Botet,90-180min,171,1000,Horror,7.3,52,2015,7,USA,2015,$ 0M,$ 3M,97,1-2  hrs
Hard Candy,David Slade,Odessa Rae,90-180min,171,109,Crime,7.1,12000,2005,7,USA,2005,$ 1M,$ 0.95M,104,1-2  hrs
The Quiet,Jamie Babbit,Katy Mixon,90-180min,91,982,Drama,6.4,698,2005,6,USA,2005,$ 0M,$ 0.9M,91,1-2  hrs
Circumstance,Maryam Keshavarz,Sarah Kazemy,90-180min,32,144,Drama,5.9,0,2011,6,Others,2011,$ 0M,$ 0M,107,1-2  hrs
Fruitvale Station,Ryan Coogler,Ahna O'Reilly,30-90min,0,282,Biography,7.5,17000,2013,8,USA,2013,$ 16M,$ 0.9M,85,1-2  hrs
The Brass Teapot,Ramaa Mosley,Jack McBrayer,90-180min,6,975,Comedy,6.4,0,2012,6,USA,2012,$ 0M,$ 0.9M,101,1-2  hrs
Bambi,James Algar,Sam Edwards,30-90min,11,16,Animation,7.4,0,1942,7,USA,1942,$ 103M,$ 0M,70,1-2  hrs
The Hammer,Charles Herman-Wurmfeld,John Enos III,30-90min,0,465,Comedy,7.3,337,2007,7,USA,2007,$ 0M,$ 0.85M,88,1-2  hrs
Snitch,Ric Roman Waugh,Dwayne Johnson,90-180min,29,12000,Action,6.5,12000,2013,7,USA,2013,$ 43M,$ 15M,112,1-2  hrs
Latter Days,C. Jay Cox,Joseph Gordon-Levitt,90-180min,6,23000,Comedy,7.2,0,2003,7,USA,2003,$ 1M,$ 0.85M,107,1-2  hrs
Elza,Mariette Monpierre,Stana Roumillac,30-90min,0,0,Drama,6.7,24,2011,7,Others,2011,$ 0M,$ 0.9M,78,1-2  hrs
1982,Tommy Oliver,Bokeem Woodbine,90-180min,66,904,Drama,7.1,181,2013,7,USA,2013,#N/A,#N/A,134,2-3 hrs
"For a Good Time, Call...",Jamie Travis,James Wolk,30-90min,15,938,Comedy,6,0,2012,6,USA,2012,$ 1M,$ 0.85M,88,1-2  hrs
Celeste & Jesse Forever,Lee Toland Krieger,Ari Graynor,90-180min,43,904,Comedy,6.7,0,2012,7,USA,2012,$ 3M,$ 0M,92,1-2  hrs
Time Changer,Rich Christiano,Gavin MacLeod,90-180min,14,284,Drama,5.6,409,2002,6,USA,2002,$ 0M,$ 0.825M,95,1-2  hrs
London to Brighton,Paul Andrew Williams,Lorraine Stanley,30-90min,46,418,Crime,7,933,2006,7,UK,2006,$ 0M,$ 0.5M,85,1-2  hrs
American Hero,Nick Love,Eddie Griffin,30-90min,63,489,Action,4.9,549,2015,5,USA,2015,$ 0M,$ 0.99M,86,1-2  hrs
Windsor Drive,Natalie Bible',Tommy O'Reilly,90-180min,8,1000,Mystery,3.2,312,2015,3,USA,2015,$ 0M,$ 0.1M,90,1-2  hrs
A Separation,Asghar Farhadi,Shahab Hosseini,90-180min,0,786,Drama,8.4,48000,2011,8,Others,2011,$ 7M,$ 0.5M,123,2-3 hrs
Crying with Laughter,Justin Molotnikov,Jo Hartley,90-180min,5,49,Thriller,6.9,33,2009,7,UK,2009,$ 0M,$ 0M,93,1-2  hrs
Welcome to the Dollhouse,Todd Solondz,Heather Matarazzo,30-90min,377,529,Comedy,7.5,0,1995,8,USA,1995,$ 5M,$ 0.8M,88,1-2  hrs
Ruby in Paradise,Victor Nunez,Allison Dean,90-180min,9,159,Drama,7.2,81,1993,7,USA,1993,$ 1M,$ 0.8M,114,1-2  hrs
Raising Victor Vargas,Peter Sollett,Victor Rasuk,30-90min,6,302,Drama,7.2,219,2002,7,Others,2002,$ 2M,$ 0.8M,88,1-2  hrs
Pandora's Box,Georg Wilhelm Pabst,Louise Brooks,90-180min,21,426,Crime,8,926,1929,8,Others,1929,$ 0M,$ 0M,110,1-2  hrs
Harrison Montgomery,Daniel Davila,Martin Landau,90-180min,0,940,Drama,7.4,18,2008,7,USA,2008,$ 0M,$ 0.85M,95,1-2  hrs
Live-In Maid,Jorge Gaggero,Norma Aleandro,30-90min,0,24,Drama,7.2,83,2004,7,Others,2004,$ 0M,$ 0.8M,83,1-2  hrs
Deterrence,Rod Lurie,Kevin Pollak,90-180min,37,574,Drama,6.5,130,1999,7,Others,1999,$ 0M,$ 0.8M,104,1-2  hrs
The Mudge Boy,Michael Burke,Zachary Knighton,90-180min,3,262,Crime,7.2,396,2003,7,USA,2003,$ 0M,$ 0.8M,94,1-2  hrs
The Young Unknowns,Catherine Jelski,Leslie Bibb,30-90min,0,1000,Drama,4.2,4,2000,4,USA,2000,$ 0M,$ 0M,87,1-2  hrs
Not Cool,Shane Dawson,Shane Dawson,90-180min,247,247,Comedy,5.1,0,2014,5,USA,2014,$ 0M,$ 0.6M,93,1-2  hrs
Dead Snow,Tommy Wirkola,Bjêªrn Sundquist,90-180min,75,35,Comedy,6.4,23000,2009,6,Others,2009,$ 0M,$ 0.8M,91,1-2  hrs
Saints and Soldiers,Ryan Little,Corbin Allred,90-180min,38,214,Action,6.8,1000,2003,7,USA,2003,$ 1M,$ 0.78M,90,1-2  hrs
Vessel,Clark Baker,Taylor Pigeon,Short film,0,134,Horror,6.2,14,2012,6,USA,2012,$ 0M,$ 0M,14,<1 hr
American Graffiti,George Lucas,Harrison Ford,90-180min,0,11000,Comedy,7.5,0,1973,8,USA,1973,$ 115M,$ 0.777M,112,1-2  hrs
Iraq for Sale: The War Profiteers,Robert Greenwald,Scott Helvenston,30-90min,21,25,Documentary,7.7,274,2006,8,USA,2006,$ 0M,$ 0.75M,75,1-2  hrs
Aqua Teen Hunger Force Colon Movie Film for Theaters,Matt Maiellaro,Tina Fey,30-90min,8,2000,Action,6.9,307,2007,7,USA,2007,$ 6M,$ 0.75M,86,1-2  hrs
Safety Not Guaranteed,Colin Trevorrow,Mary Lynn Rajskub,30-90min,365,934,Comedy,7,31000,2012,7,USA,2012,$ 4M,$ 0.75M,86,1-2  hrs
Kevin Hart: Laugh at My Pain,Leslie Small,Isaac C. Singleton Jr.,30-90min,15,312,Comedy,7.5,614,2011,8,USA,2011,$ 8M,$ 0M,89,1-2  hrs
Kill List,Ben Wheatley,MyAnna Buring,90-180min,214,513,Crime,6.3,0,2011,6,UK,2011,$ 0M,$ 0.5M,95,1-2  hrs
The Innkeepers,Ti West,Lena Dunham,90-180min,243,969,Horror,5.5,0,2011,6,USA,2011,$ 0M,$ 0.75M,101,1-2  hrs
The Unborn,David S. Goyer,Gary Oldman,30-90min,687,10000,Drama,4.8,0,2009,5,USA,2009,$ 43M,$ 16M,89,1-2  hrs
The Conformist,Bernardo Bertolucci,Jean-Louis Trintignant,90-180min,973,319,Drama,8.1,0,1970,8,Others,1970,$ 0M,$ 0.75M,106,1-2  hrs
Interview with the Assassin,Neil Burger,Raymond J. Barry,30-90min,168,108,Drama,6.6,163,2002,7,USA,2002,$ 0M,$ 0.75M,88,1-2  hrs
Donkey Punch,Oliver Blackburn,Julian Morris,90-180min,4,1000,Crime,5.2,0,2008,5,UK,2008,$ 0M,$ 0.9M,99,1-2  hrs
All the Boys Love Mandy Lane,Jonathan Levine,Luke Grimes,90-180min,129,935,Horror,5.6,2000,2006,6,USA,2006,$ 0M,$ 0.75M,90,1-2  hrs
Bled,Christopher Hutson,Dichen Lachman,90-180min,3,717,Horror,3.1,128,2009,3,USA,2009,$ 0M,$ 0.75M,95,1-2  hrs
High Noon,Fred Zinnemann,Gary Cooper,30-90min,160,998,Thriller,8.1,3000,1952,8,USA,1952,$ 0M,$ 0.75M,85,1-2  hrs
Hoop Dreams,Steve James,William Gates,90-180min,23,7,Documentary,8.3,0,1994,8,USA,1994,$ 8M,$ 0.7M,170,2-3 hrs
Rize,David LaChapelle,Kevin Scott Richardson,30-90min,30,262,Documentary,7.1,903,2005,7,USA,2005,$ 3M,$ 0M,86,1-2  hrs
Destiny,Joseph Kosinski,Peter Dinklage,90-180min,364,22000,Action,8.1,1000,2014,8,USA,2014,$ 0M,$ 0M,0,<1 hr
L.I.E.,Michael Cuesta,Adam LeFevre,90-180min,52,80,Crime,7.2,420,2001,7,USA,2001,$ 1M,$ 0.7M,97,1-2  hrs
The Sisterhood of Night,Caryn Waechter,Laura Fraser,90-180min,0,601,Drama,6.3,523,2014,6,USA,2014,$ 0M,$ 1M,104,1-2  hrs
B-Girl,Emily Dell,Aimee Garcia,30-90min,0,618,Drama,4,303,2009,4,USA,2009,$ 0M,$ 0M,88,1-2  hrs
King Kong,Peter Jackson,Naomi Watts,long,0,6000,Action,7.2,0,2005,7,Others,2005,$ 218M,$ 207M,201,>3 hrs
House of Wax,Jaume Collet-Serra,Robert Ri'chard,90-180min,174,730,Horror,5.3,0,2005,5,Others,2005,$ 32M,$ 30M,108,1-2  hrs
Half Nelson,Ryan Fleck,Ryan Gosling,90-180min,31,33000,Drama,7.2,0,2006,7,USA,2006,$ 3M,$ 0.7M,106,1-2  hrs
Naturally Native,Jennifer Wynne Farmer,Irene Bedard,90-180min,0,752,Drama,6.5,102,1998,7,USA,1998,$ 0M,$ 0.7M,107,1-2  hrs
Hav Plenty,Christopher Scott Cherot,Hill Harper,30-90min,21,465,Comedy,6.5,161,1997,7,USA,1997,$ 2M,$ 0.65M,84,1-2  hrs
Adulterers,H.M. Coakley,Mehcad Brooks,90-180min,0,696,Crime,4.9,158,2015,5,USA,2015,$ 0M,$ 0.75M,91,1-2  hrs
Escape from Tomorrow,Randy Moore,Trey Loney,90-180min,13,977,Fantasy,5.2,0,2013,5,USA,2013,$ 0M,$ 0M,90,1-2  hrs
Starsuckers,Chris Atkins,Richard Curtis,90-180min,2,628,Documentary,7.4,203,2009,7,UK,2009,$ 0M,$ 0.4M,103,1-2  hrs
The Hadza: Last of the First,Bill Benenson,Alfre Woodard,30-90min,0,1000,Documentary,7.4,5,2014,7,USA,2014,$ 0M,$ 0.65M,71,1-2  hrs
After,Ryan Smith,Sandra Ellis Lafferty,90-180min,4,523,Fantasy,5.4,1000,2012,5,USA,2012,$ 0M,$ 0.65M,90,1-2  hrs
Treachery,Travis Romero,Matthew Ziff,30-90min,4,260000,Drama,3.9,0,2013,4,USA,2013,$ 0M,$ 0.625M,67,1-2  hrs
Walter,Anna Mastro,Leven Rambin,90-180min,7,956,Comedy,5.3,0,2015,5,USA,2015,$ 0M,$ 0.7M,94,1-2  hrs
Top Hat,Mark Sandrich,Ginger Rogers,30-90min,10,610,Comedy,7.8,1000,1935,8,USA,1935,$ 3M,$ 0.609M,81,1-2  hrs
The Blair Witch Project,Daniel Myrick,Heather Donahue,30-90min,19,170,Horror,6.4,0,1999,6,USA,1999,$ 141M,$ 0.06M,81,1-2  hrs
Woodstock,Michael Wadleigh,Joe Cocker,long,14,262,Documentary,8.1,0,1970,8,USA,1970,$ 13M,$ 0.6M,215,>3 hrs
The Kentucky Fried Movie,John Landis,David Zucker,30-90min,644,119,Comedy,6.5,0,1977,7,USA,1977,$ 0M,$ 0.65M,83,1-2  hrs
Mercy Streets,Jon Gunn,Stacy Keach,90-180min,16,602,Action,5.6,12,2000,6,USA,2000,$ 0M,$ 0.6M,106,1-2  hrs
Arnolds Park,Gene Teigland,Kendyl Joi,90-180min,0,23,Mystery,5.6,11,2007,6,USA,2007,$ 0M,$ 0.6M,103,1-2  hrs
Broken Vessels,Scott Ziehl,William Smith,90-180min,4,919,Drama,6.6,51,1998,7,USA,1998,$ 0M,$ 0.6M,90,1-2  hrs
Water & Power,Richard Montoya,Nicholas Gonzalez,30-90min,12,601,Crime,6.3,358,2013,6,USA,2013,$ 0M,$ 0M,88,1-2  hrs
They Will Have to Kill Us First,Johanna Schwartz,Aliou Tourê©,90-180min,0,0,Documentary,7.7,34,2015,8,UK,2015,$ 0M,$ 0.4M,105,1-2  hrs
Crop Circles: Quest for Truth,William Gazecki,Karen Alexander,90-180min,3,0,Documentary,7,32,2002,7,USA,2002,$ 0M,$ 0.75M,115,1-2  hrs
Light from the Darkroom,Lance McDaniel,Russell Wong,90-180min,0,595,Action,8,9,2014,8,USA,2014,$ 0M,$ 0.6M,90,1-2  hrs
Irreplaceable,Thomas Lilti,Franê_ois Cluzet,90-180min,12,541,Comedy,7.2,36,2016,7,Others,2016,$ 0M,$ 0M,102,1-2  hrs
The Maid's Room,Michael Walker,Paula Garcê©s,90-180min,5,587,Thriller,4.5,128,2013,5,USA,2013,$ 0M,$ 0.6M,98,1-2  hrs
A Hard Day's Night,Richard Lester,Paul McCartney,30-90min,44,785,Comedy,7.7,0,1964,8,UK,1964,$ 1M,$ 0.56M,87,1-2  hrs
The Harvest/La Cosecha,U. Roberto Romano,,30-90min,6,NA,Documentary,7.2,88,2011,7,USA,2011,$ 0M,$ 0.56M,80,1-2  hrs
Love Letters,Amy Holden Jones,Jamie Lee Curtis,30-90min,11,2000,Drama,6.1,7,1983,6,USA,1983,$ 0M,$ 0.55M,88,1-2  hrs
Julija in alfa Romeo,Blaz Zavrsnik,Dario Nozic Serini,30-90min,0,0,Comedy,6.4,18,2015,6,Others,2015,$ 0M,$ 0.5M,83,1-2  hrs
Fireproof,Alex Kendrick,Kirk Cameron,90-180min,589,848,Drama,6.5,0,2008,7,USA,2008,$ 33M,$ 0.5M,122,2-3 hrs
Faith Connections,Pan Nalin,Bhole Baba,90-180min,95,0,Biography,7,126,2013,7,Others,2013,$ 0M,$ 0.55M,115,1-2  hrs
Benji,Joe Camp,Frances Bavier,30-90min,24,407,Adventure,6.1,816,1974,6,USA,1974,$ 40M,$ 0.5M,86,1-2  hrs
Open Water,Chris Kentis,Blanchard Ryan,30-90min,9,48,Adventure,5.7,0,2003,6,USA,2003,$ 31M,$ 0.5M,79,1-2  hrs
High Road,Matt Walsh,Joe Lo Truglio,30-90min,490,833,Comedy,5.4,244,2011,5,USA,2011,$ 0M,$ 0M,87,1-2  hrs
Kingdom of the Spiders,John 'Bud' Cardos,Woody Strode,90-180min,8,423,Horror,5.9,0,1977,6,USA,1977,$ 17M,$ 0.5M,97,1-2  hrs
Mad Hot Ballroom,Marilyn Agrelo,Heather Berman,90-180min,2,0,Documentary,7.5,588,2005,8,USA,2005,$ 8M,$ 0M,105,1-2  hrs
The Station Agent,Tom McCarthy,Peter Dinklage,30-90min,310,22000,Comedy,7.7,0,2003,8,USA,2003,$ 6M,$ 0.5M,89,1-2  hrs
To Save a Life,Brian Baugh,Randy Wayne,90-180min,3,984,Drama,7.1,0,2009,7,USA,2009,$ 4M,$ 1M,120,1-2  hrs
Wordplay,Patrick Creadon,Ken Burns,90-180min,3,196,Documentary,7.4,694,2006,7,USA,2006,$ 3M,$ 0M,94,1-2  hrs
Beyond the Mat,Barry W. Blaustein,Terry Funk,90-180min,6,54,Biography,7.6,491,1999,8,USA,1999,$ 2M,$ 0.5M,108,1-2  hrs
The Singles Ward,Kurt Hale,Kirby Heyborne,90-180min,0,69,Comedy,6.4,43,2002,6,USA,2002,$ 1M,$ 0.5M,102,1-2  hrs
Osama,Siddiq Barmak,Marina Golbahari,30-90min,6,30,Drama,7.4,0,2003,7,Others,2003,$ 1M,$ 0.046M,83,1-2  hrs
Sholem Aleichem: Laughing in the Darkness,Joseph Dorman,Rachel Dratch,90-180min,0,399,Documentary,6.8,287,2011,7,USA,2011,$ 1M,$ 0.5M,93,1-2  hrs
Groove,Greg Harrison,Rachel True,30-90min,7,328,Drama,6.5,0,2000,7,USA,2000,$ 1M,$ 0.5M,86,1-2  hrs
The R.M.,Kurt Hale,Kirby Heyborne,90-180min,0,69,Comedy,6,44,2003,6,USA,2003,$ 1M,$ 0.5M,101,1-2  hrs
Twin Falls Idaho,Michael Polish,Sasha Alexander,90-180min,35,980,Drama,7.3,180,1999,7,USA,1999,$ 1M,$ 0.5M,111,1-2  hrs
Mean Creek,Jacob Aaron Estes,Rory Culkin,90-180min,9,710,Crime,7.3,1000,2004,7,USA,2004,$ 1M,$ 0.5M,90,1-2  hrs
Hurricane Streets,Morgan J. Freeman,Edie Falco,30-90min,204,659,Crime,6.5,51,1997,7,USA,1997,$ 0M,$ 0.5M,86,1-2  hrs
Never Again,Eric Schaeffer,Peter Dinklage,90-180min,71,22000,Comedy,6,139,2001,6,USA,2001,$ 0M,$ 0.5M,98,1-2  hrs
Civil Brand,Neema Barnette,Monica Calhoun,90-180min,21,597,Crime,5.3,86,2002,5,USA,2002,$ 0M,$ 0.5M,91,1-2  hrs
Lonesome Jim,Steve Buscemi,Kevin Corrigan,90-180min,12000,778,Comedy,6.6,238,2005,7,USA,2005,$ 0M,$ 0.5M,91,1-2  hrs
Drinking Buddies,Joe Swanberg,Olivia Wilde,90-180min,217,10000,Comedy,6.1,0,2013,6,USA,2013,$ 0M,$ 0M,90,1-2  hrs
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Molly Bernstein,David Mamet,30-90min,0,342,Documentary,7.1,590,2012,7,USA,2012,$ 0M,$ 0.5M,88,1-2  hrs
Seven Samurai,Akira Kurosawa,Takashi Shimura,long,0,304,Action,8.7,11000,1954,9,Others,1954,$ 0M,$ 2M,202,>3 hrs
The Other Dream Team,Marius A. Markevicius,Tommy Sheppard,30-90min,6,14,Documentary,8.4,0,2012,8,USA,2012,$ 0M,$ 0.5M,89,1-2  hrs
Johnny Suede,Tom DiCillo,Brad Pitt,90-180min,32,11000,Comedy,5.8,344,1991,6,Others,1991,$ 0M,$ 0.5M,97,1-2  hrs
Finishing the Game: The Search for a New Bruce Lee,Justin Lin,Monique Gabriela Curnen,30-90min,681,239,Comedy,6.2,155,2007,6,USA,2007,$ 0M,$ 0.5M,84,1-2  hrs
Rubber,Quentin Dupieux,Haley Ramm,30-90min,248,353,Comedy,5.8,46000,2010,6,Others,2010,$ 0M,$ 0.5M,82,1-2  hrs
Home,Tim Johnson,Jim Parsons,90-180min,12,17000,Adventure,6.7,26000,2015,7,USA,2015,$ 177M,$ 135M,94,1-2  hrs
